Date,Real Home Price Index
1967.125,106.71462589175805
1967.375,106.498101072722
1967.625,106.31965251194333
1967.875,106.38976108597032
1968.125,105.76536302344834
1968.375,104.94601359060039
1968.625,104.49180748308471
1968.875,105.21529351512427
1969.125,106.45238616052252
1969.375,105.6687822792409
1969.625,106.2554498232284
1969.875,106.95307314055187
1970.125,107.85100553166268
1970.375,107.76179498468832
1970.625,108.43998746232398
1970.875,109.55781451738324
1971.125,109.16909043521149
1971.375,109.53074758642428
1971.625,109.42535898717615
1971.875,110.19002291036777
1972.125,110.60233113434924
1972.375,110.19099728881727
1972.625,111.05624800969099
1972.875,110.08985295562924
1973.125,109.17591860707375
1973.375,106.96992561599191
1973.625,106.21298619389775
1973.875,105.07614780420131
1974.125,105.20423412602877
1974.375,104.0554376899297
1974.625,103.11523653430042
1974.875,102.50518356989708
1975.125,105.16326473670145
1975.375,106.06180179769233
1975.625,103.08230142626144
1975.875,103.45499096604462
1976.125,103.57332621268556
1976.375,106.27582736805033
1976.625,105.4641573039733
1976.875,105.57522632717823
1977.125,107.89166617353146
1977.375,110.02202600410504
1977.625,110.64474069792945
1977.875,113.32589041241711
1978.125,115.26797305968456
1978.375,117.34659650139807
1978.625,117.39331447543456
1978.875,118.39473066866243
1979.125,121.80526509387269
1979.375,121.38688016179769
1979.625,119.79434086639687
1979.875,118.81567384329294
1980.125,116.71236797782032
1980.375,113.8390823854182
1980.625,114.9356303382876
1980.875,112.36775007984593
1981.125,110.20467415238298
1981.375,110.18559229677648
1981.625,108.63554083410807
1981.875,106.87246569573651
1982.125,106.97907631025748
1982.375,106.8002534420062
1982.625,103.30964634121574
1982.875,103.31295617207668
1983.125,105.63882261539626
1983.375,106.0433660884239
1983.625,105.31785281646698
1983.875,104.5574104153302
1984.125,105.16661701944602
1984.375,105.63354550021437
1984.625,105.64808033977388
1984.875,105.4357808072195
1985.125,106.69906632121021
1985.375,106.9750409241587
1985.625,107.8844956445844
1985.875,108.27768217854448
1986.125,109.48461382475593
1986.375,112.77535674066353
1986.625,113.6976502076301
1986.875,114.6429508218676
1987.125,116.09946011447204
1987.375,118.35852977507095
1987.625,119.46401875617717
1987.875,119.46224219707703
1988.125,119.93068174814648
1988.375,123.11798494197086
1988.625,123.82375582706543
1988.875,123.31920262510788
1989.125,124.48228405042319
1989.375,125.79057110620322
1989.625,125.84795275221266
1989.875,124.89414582907371
1990.125,123.47262062316022
1990.375,123.39209055412292
1990.625,121.04697456468587
1990.875,116.28736980223509
1991.125,113.54334242359266
1991.375,115.07148339698134
1991.625,114.85313924282451
1991.875,113.07752275182638
1992.125,111.97687454020769
1992.375,112.61361246035617
1992.625,111.69358430521662
1992.875,109.70086926907462
1993.125,108.67676760642478
1993.375,109.09443707097
1993.625,109.62821279370559
1993.875,108.43578952405416
1994.125,108.84791822226276
1994.375,110.22098039911626
1994.625,109.71667446374879
1994.875,108.43605706514482
1995.125,107.65117190607285
1995.375,108.62732222985588
1995.625,109.00515756605647
1995.875,107.66662318678111
1996.125,107.31329606851804
1996.375,108.00618586399979
1996.625,108.33328483112008
1996.875,106.73364435226038
1997.125,107.0341838319094
1997.375,108.5468309757423
1997.625,109.40727938638979
1997.875,109.21636099598125
1998.125,110.3883761906315
1998.375,113.09425512574276
1998.625,114.90471313118861
1998.875,115.24524987880244
1999.125,116.64361035054436
1999.375,118.65373278855796
1999.625,121.14448215090336
1999.875,121.6232347331114
2000.125,123.29934342969358
2000.375,126.08042382181215
2000.625,128.0693726125711
2000.875,129.06408376687315
2001.125,129.88171162237407
2001.375,132.58388853998633
2001.625,135.43060953479875
2001.875,136.13318838139892
2002.125,138.67451395652222
2002.375,141.50013692184433
2002.625,145.75984210603485
2002.875,147.607635565277
2003.125,149.45905328691487
2003.375,151.9638245233466
2003.625,156.6458687628459
2003.875,160.0795509044299
2004.125,164.3681976533777
2004.375,169.2932515329236
2004.625,174.20663471319395
2004.875,177.77664906297625
2005.125,184.65335534504624
2005.375,188.98481934757106
2005.625,195.0067079127063
2005.875,195.35107264504055
2006.125,198.01145826465373
2006.375,196.17864205633586
2006.625,192.38919441494207
2006.875,192.28753789041693
2007.125,190.04691816177638
2007.375,184.44907909774557
2007.625,179.86333972124297
2007.875,170.0907290240402
2008.125,157.13229072767516
2008.375,151.0713492327856
2008.625,142.3837346857617
2008.875,133.97470856107034
2009.125,127.32631728304143
2009.375,129.99784450743152
2009.625,132.89865801853242
2009.875,130.92744547084473
2010.125,126.86371055470495
2010.375,132.01344191095393
2010.625,129.46325299503818
2010.875,124.55726045710207
2011.125,118.80654273522276
2011.375,121.04306401598632
2011.625,120.64558574604979
2011.875,115.83931411489596
2012.125,114.0526297541084
2012.375,120.36283788531406
2012.625,123.31286252803736
2012.875,121.59327884071588
2013.125,123.47847765037207
2013.375,131.09054734098856
2013.625,134.52902342159388
2013.875,134.12115130318256
2014.125,134.1403410544704
